Kingdom,Phylum,Class,Order,Family,Genus,OBER.Mn.JE1,OBER.Mn.JE2,OBER.Mn.JE3,OBER.Mn.JE4,OBER.Mn.JO1,OBER.Mn.JO2,OBER.Mn.SE1,OBER.Mn.SE2,OBER.Mn.SE3,OBER.Mn.SE4,OBER.Mn.SE5,OBER.Mn.SE6,OBER.Mn.SO1
Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Opitutaceae,Family_Opitutaceae,0,0,0,0,0.03,0.07,0,0,0,0,0,0,0
Bacteria,Planctomycetes,Phycisphaerae,CCM11a,Order_CCM11a,Order_CCM11a,0,0,0,0,0,0,0,0,0.07,0.03,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Holosporales,Holosporaceae,Candidatus Bealeia,0.03,0.03,0.03,0,0,0,0,0,0,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Kineosporiales,Kineosporiaceae,Family_Kineosporiaceae,0.03,0,0.03,0.03,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Family_Hyphomonadaceae,0.03,0,0.03,0.03,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudorhodobacter,0.03,0,0.03,0.03,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,Micropepsis,0,0,0,0.03,0.03,0.03,0,0,0,0,0,0,0
Bacteria,Chloroflexi,TK10, Chloroflexus sp., Chloroflexus sp., Chloroflexus sp.,0.03,0.03,0,0,0,0,0,0.03,0,0,0,0,0
Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,JCM 18997,0.03,0,0.03,0,0,0,0,0.03,0,0,0,0,0
Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Lentimonas,0,0,0,0,0.03,0.03,0,0.03,0,0,0,0,0
Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Waddliaceae,Waddlia,0,0,0,0,0,0,0.03,0,0.03,0,0,0,0.03
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,0,0,0.1,0,0,0,0,0,0,0,0,0,0
Bacteria,Gemmatimonadetes,BD2-11 terrestrial group,Class_BD2-11 terrestrial group,Class_BD2-11 terrestrial group,Class_BD2-11 terrestrial group,0,0.03,0.03,0,0,0,0,0.03,0,0,0,0,0
Bacteria,Cyanobacteria,Melainabacteria,Caenarcaniphilales,Order_Caenarcaniphilales,Order_Caenarcaniphilales,0,0.03,0,0.03,0,0,0.03,0,0,0,0,0,0
Bacteria,Acidobacteria,Subgroup 11,Class_Subgroup 11,Class_Subgroup 11,Class_Subgroup 11,0,0,0,0,0,0,0.03,0.03,0,0.03,0,0,0
Bacteria,Acidobacteria,Subgroup 17, Acidobacteriales bacterium, Acidobacteriales bacterium, Acidobacteriales bacterium,0,0,0,0,0,0,0.03,0.03,0.03,0,0,0,0
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,mle1-27,Family_mle1-27,0,0,0,0,0,0,0.07,0,0.03,0,0,0,0
Bacteria,Elusimicrobia,Lineage IIc,Elusimicrobia bacterium RIFCSPHIGHO2_02_FULL_39_36,Elusimicrobia bacterium RIFCSPHIGHO2_02_FULL_39_36,Elusimicrobia bacterium RIFCSPHIGHO2_02_FULL_39_36,0,0,0,0,0,0,0.07,0.03,0,0,0,0,0
Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Candidatus Protochlamydia,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Candidatus Megaira,0,0,0,0,0,0,0,0,0,0,0,0,0.07
Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Paenarthrobacter,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),11-24, Acidobacteria bacterium, Acidobacteria bacterium,0,0,0,0,0,0,0,0,0.03,0.03,0,0,0
Bacteria,Planctomycetes,Phycisphaerae,CCM11a,groundwater ,groundwater ,0,0,0,0,0,0,0,0,0.03,0.03,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Midichloriaceae,Candidatus Jidaibacter,0,0,0,0,0,0,0,0,0.03,0.03,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,EV818SWSAP88,Order_EV818SWSAP88,Order_EV818SWSAP88,0.03,0,0.03,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,37-13,Family_37-13,0,0,0,0,0.03,0.03,0,0,0,0,0,0,0
Bacteria,Elusimicrobia,Elusimicrobia,MVP-88,Order_MVP-88,Order_MVP-88,0,0,0,0,0.03,0.03,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Rhodovastum,0,0,0,0,0.03,0.03,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Order_Rickettsiales,Order_Rickettsiales,0,0,0,0,0.03,0.03,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Family_Polyangiaceae,0,0,0,0,0.03,0.03,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,Family_Oligoflexaceae,0,0,0,0,0.03,0.03,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Ideonella,0,0,0,0,0.03,0.03,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,KI89A clade,Order_KI89A clade,Order_KI89A clade,0,0,0,0,0.03,0.03,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hyphomonas,0,0,0,0.07,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Sneathiellales,Sneathiellaceae,Taonella,0,0,0.03,0.03,0,0,0,0,0,0,0,0,0
Archaea,Thaumarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Family_Nitrosopumilaceae,0,0,0,0,0,0,0,0.03,0.03,0,0,0,0
Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Gimesiaceae,Family_Gimesiaceae,0,0,0,0,0,0,0.03,0,0.03,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Frankiales,Cryptosporangiaceae,Fodinicola,0,0,0,0,0,0,0.03,0.03,0,0,0,0,0
Bacteria,Proteobacteria,Deltaproteobacteria,RCP2-54, prokaryote, prokaryote,0,0,0,0,0,0,0.03,0.03,0,0,0,0,0
Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b, sludge bacterium H8,0,0,0,0,0,0,0,0,0,0,0.03,0,0
Bacteria,Verrucomicrobia,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,0,0,0,0,0,0,0,0,0,0,0.03,0,0
Bacteria,Acidobacteria,Subgroup 15, Acidobacteria bacterium, Acidobacteria bacterium, Acidobacteria bacterium,0.03,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Patescibacteria,Gracilibacteria,Candidatus Peregrinibacteria,Order_Candidatus Peregrinibacteria,Order_Candidatus Peregrinibacteria,0.03,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Planctomycetes,Phycisphaerae,Tepidisphaerales,WD2101 soil group,Family_WD2101 soil group,0,0,0,0,0,0,0,0,0,0,0,0,0.03
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Asticcacaulis,0,0,0,0,0,0,0,0,0,0,0,0,0.03
Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Patulibacter,0,0,0,0,0,0,0,0,0,0.03,0,0,0
Bacteria,Chloroflexi,OLB14, Chloroflexi bacterium, Chloroflexi bacterium, Chloroflexi bacterium,0,0,0,0,0,0,0,0,0,0.03,0,0,0
Bacteria,Patescibacteria,Gracilibacteria,Class_Gracilibacteria,Class_Gracilibacteria,Class_Gracilibacteria,0,0,0,0,0,0,0,0,0,0.03,0,0,0
Bacteria,Bacteroidetes,Bacteroidia,Class_Bacteroidia,Class_Bacteroidia,Class_Bacteroidia,0,0,0,0,0,0.03,0,0,0,0,0,0,0
Bacteria,Cyanobacteria,Melainabacteria,Caenarcaniphilales, cyanobacterium, cyanobacterium,0,0,0,0,0,0.03,0,0,0,0,0,0,0
Bacteria,Latescibacteria, Pelobacter sp., Pelobacter sp., Pelobacter sp., Pelobacter sp.,0,0,0,0,0,0.03,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,[Agitococcus] lubricus group,0,0,0,0,0,0.03,0,0,0,0,0,0,0
Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Verruc-01,0,0,0,0,0,0.03,0,0,0,0,0,0,0
Bacteria,Dependentiae,Babeliae,Babeliales,Babeliaceae, organism,0,0,0,0,0,0,0,0,0.03,0,0,0,0
Bacteria,Planctomycetes,Phycisphaerae,S-70,Order_S-70,Order_S-70,0,0,0,0,0,0,0,0,0.03,0,0,0,0
Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rhodopirellula,0,0,0,0,0.03,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Kaistiaceae,Kaistia,0,0,0,0,0,0,0,0,0.03,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Ellin6055,0,0,0,0,0,0,0,0,0.03,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Family_Unknown Family,0,0,0,0,0.03,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Steroidobacter,0,0,0,0,0.03,0,0,0,0,0,0,0,0
Bacteria,Spirochaetes,Leptospirae,Leptospirales,Leptospiraceae,Turneriella,0,0,0,0,0.03,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,[Aquaspirillum] arcticum group,0,0.03,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,0,0.03,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Chloroflexi,Dehalococcoidia,Class_Dehalococcoidia,Class_Dehalococcoidia,Class_Dehalococcoidia,0,0,0,0.03,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast, rhodophyte, rhodophyte,0,0,0,0.03,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20, Roseobacter sp.,0,0,0,0.03,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Methylophilaceae,Family_Methylophilaceae,0,0,0,0.03,0,0,0,0,0,0,0,0,0
Bacteria,Acidobacteria,Holophagae,Subgroup 7,Order_Subgroup 7,Order_Subgroup 7,0,0,0.03,0,0,0,0,0,0,0,0,0,0
